id,obiskali,zelijo
11131,61,860
2727,833,865
2247,875,862
634,313,860
600,678,858
13245,283,859
7006,346,859
27774,148,859
15783,1046,861
11215,105,860
4419,794,856
27856,166,865
25576,1228,861
24314,147,859
16359,448,856
3704,662,865
1306,273,861
17529,1871,857
1388,1501,857
22509,515,856
15182,208,856
935,536,857
20781,156,858
24277,246,855
21002,1032,852
4916,291,854
3264,232,859
4942,545,856
972,148,854
18953,105,855
18146,100,852
16693,291,853
6534,226,856
18607,1530,851
22589,77,849
16726,122,851
21687,106,846
12985,341,849
10657,72,849
9116,295,849
12640,160,845
9215,137,848
8511,310,845
3136,212,851
27323,72,848
25180,252,851
18554,197,847
13290,272,849
7447,67,847
8795,1346,850
6469,146,848
1374,231,847
16380,161,844
12026,530,844
2635,768,844
31490,96,848
16537,161,851
4491,454,847
206,401,844
5870,304,844
2897,255,843
9322,271,842
803,1486,842
6935,119,841
7947,311,843
26232,489,842
23123,511,840
13708,106,839
11918,163,842
8296,184,841
1193,139,838
1126,198,842
13818,126,841
10496,379,840
5565,257,840
7565,186,838
1498,129,840
6917,54,837
24457,476,836
16556,264,842
11851,133,836
5182,334,841
25131,203,838
21105,122,837
10889,847,836
12709,149,835
32761,196,843
13131,978,840
12100,371,835
6710,960,833
5755,275,834
4291,704,837
801,244,842
20070,333,837
18227,2957,835
235,256,832
1166,176,831
24336,2205,835
16383,639,835
15150,293,834
12673,287,836
12163,142,831
11674,60,830
508,235,835
26620,66,837
25012,274,837
12445,251,833
7975,472,832
956,27,830
33125,175,840
29276,197,836
24367,98,831
15908,489,831
9168,273,834
10994,78,830
4382,44,836
3094,353,828
9739,344,829
3021,803,827
4490,185,829
2105,420,830
26688,156,825
26041,338,828
17029,1277,828
6614,1705,829
5180,497,830
2631,674,829
1901,400,831
14736,153,830
14161,238,827
6212,67,825
26621,61,825
3763,132,828
19007,225,825
4233,457,826
738,210,823
19260,1832,822
11614,62,825
5847,1121,823
333,937,826
22502,163,822
18366,88,827
15830,111,824
403,288,822
2125,1207,822
1850,141,825
28020,172,822
19390,84,822
14704,88,829
10201,257,822
7335,337,824
2290,829,820
1726,185,821
461,501,821
454,568,819
476,161,823
2075,742,820
4022,794,817
2675,756,817
27160,290,819
25957,640,818
17820,229,820
13721,126,815
5111,113,821
21589,209,816
16479,94,817
10105,251,815
5199,72,816
31209,697,815
26856,309,818
21005,860,818
16925,171,817
8111,204,819
4584,189,823
5066,2571,815
24106,636,824
12328,353,817
6285,97,817
21964,228,815
19748,104,812
17060,100,813
6312,110,814
2432,694,817
4923,1280,812
1746,450,813
701,296,818
655,97,815
28979,402,814
17953,93,813
10223,1043,812
504,163,811
24992,66,811
24713,79,812
23301,101,811
21045,262,814
21013,214,815
18886,289,810
10212,198,815
4807,789,810
1376,211,813
32512,212,811
18166,375,811
16774,215,813
14993,569,809
25699,388,814
21810,179,809
10312,174,811
11073,342,812
4714,1362,811
1252,275,813
24817,188,808
4261,54,807
4144,1721,810
23669,95,810
10752,72,807
3776,404,813
536,543,811
21297,441,816
15993,333,815
15429,222,809
10853,416,809
2865,230,813
2030,102,812
30016,292,810
16973,196,806
24104,61,805
6590,64,803
22331,78,804
12452,1645,803
281,155,803
1004,969,808
933,220,803
19585,99,805
5367,289,802
12408,64,801
4574,180,808
4282,296,805
2428,1279,805
891,1411,802
28776,88,802
1853,406,803
596,213,799
30432,78,803
23915,235,806
21501,531,799
11625,1288,800
6204,158,803
4030,107,800
22903,304,802
19508,187,801
16965,149,799
12282,95,800
10384,225,805
7541,33,803
4303,107,800
24476,183,802
265,323,797
3065,153,799
159,204,800
24988,391,798
21534,157,801
13193,1041,800
11767,126,802
10751,545,795
9222,170,800
2695,257,796
3081,132,796
22734,91,798
12091,171,802
30638,72,796
12982,601,801
12705,190,796
9753,404,796
2824,2341,797
23178,685,795
17020,1278,798
6553,121,793
4342,216,793
29149,131,795
18381,618,797
17494,155,793
16658,296,791
11606,252,794
4328,486,793
3581,114,792
2309,485,796
869,605,793
497,121,797
28662,210,798
16166,206,795
24006,145,794
21015,230,794
15474,266,792
11865,177,793
4205,103,789
997,255,793
26584,106,791
6181,370,791
24819,179,794
24703,126,790
19384,135,789
17272,95,796
15370,330,793
14402,394,790
4809,189,789
4418,45,789
13067,145,789
1532,96,794
5635,233,792
2287,570,788
2767,769,790
25366,153,787
21333,172,788
20665,93,788
12342,175,787
10995,88,790
184,80,788
9796,703,785
1671,143,788
29113,508,786
28153,91,796
8158,230,786
1604,315,785
27280,224,786
17750,140,787
15381,476,793
12627,326,787
244,251,785
15611,205,783
27159,100,784
25121,75,782
18298,143,790
10070,214,782
1269,1010,785
26044,192,784
24666,507,783
21368,1157,781
16214,186,782
4295,240,779
4477,346,786
3020,279,782
555,536,783
405,815,780
31932,136,785
13099,324,782
23497,100,781
28256,178,790
27919,109,789
13898,362,779
8804,179,780
1675,281,780
939,214,786
6127,110,779
5408,452,778
345,531,777
16547,116,780
14664,416,779
5618,279,776
27600,75,776
25122,837,778
9650,1101,778
9862,280,777
5061,589,776
1955,175,779
1027,291,775
24191,381,777
2142,30,773
7853,118,779
10600,518,776
28304,104,773
26763,90,775
17155,211,774
4827,368,772
31327,155,774
11866,269,775
4646,160,774
3493,36,772
1058,133,773
14677,181,771
1225,162,769
686,207,770
21082,189,772
11185,364,771
5460,93,770
30561,109,772
24516,121,769
13252,353,768
8309,257,771
138,122,770
24020,95,768
8763,250,767
6186,918,769
21471,127,766
4537,263,767
23289,780,765
16850,234,770
14773,1454,773
13982,365,767
1581,114,765
170,383,769
2673,144,766
1973,87,768
20138,242,768
16991,348,767
15817,477,768
4825,397,767
24587,130,765
20531,240,765
12425,155,771
6924,421,765
8747,1802,763
4054,360,765
3414,27,765
324,91,764
2122,327,765
27748,123,767
26208,104,763
10785,515,763
20423,33,770
19603,194,763
14743,308,763
7692,408,763
3451,2659,765
2831,75,761
34601,129,768
24333,289,763
20567,23,762
17910,707,764
1588,161,760
17061,238,767
8407,1141,759
4378,371,760
827,200,760
17810,283,764
16896,455,760
984,228,761
16669,503,759
12886,93,759
10867,180,766
12438,593,766
12127,557,761
10817,270,762
10390,113,759
21967,239,762
4315,183,758
1687,227,759
35407,234,762
16182,1102,761
1635,199,758
34941,149,766
21467,349,757
17528,125,758
6692,83,756
29026,53,755
24556,107,763
6734,94,756
4105,401,765
2605,522,759
1758,647,754
21999,122,758
19015,207,755
16265,139,754
14353,159,754
11655,692,755
2646,99,756
35783,494,763
27896,128,754
20426,467,754
13084,225,756
959,134,753
9014,233,756
3695,295,753
2000,828,757
24438,74,755
1345,748,754
1655,79,752
10334,618,754
13178,1502,761
1263,294,754
4869,230,759
33704,179,759
22494,184,756
13274,151,754
14768,845,752
4985,139,750
5210,3217,750
3101,89,750
1402,179,754
684,579,753
26589,146,752
20619,346,753
16595,963,752
13774,110,755
13238,133,750
4413,192,751
162,301,753
30178,117,752
13555,136,752
10469,330,753
31529,133,752
23094,305,752
16694,201,751
6938,161,751
20073,436,747
20004,417,745
9917,98,752
304,619,747
29369,191,747
23896,92,749
24211,820,749
19769,126,748
18189,222,747
9639,230,750
1484,284,747
1316,683,746
28499,184,748
22683,94,747
24176,248,747
5533,448,743
2427,571,747
14884,307,749
9432,391,744
10522,86,745
3692,267,748
1516,280,744
870,182,746
17782,117,743
18444,160,744
3887,73,743
14656,189,744
2788,315,745
15084,275,744
5657,55,743
18393,138,758
1043,21,739
9064,216,744
10190,176,741
8902,166,744
4492,121,744
3032,194,747
2402,653,741
1912,135,738
1719,251,740
723,909,742
17377,416,740
16117,787,740
9243,163,740
7241,1619,742
5599,91,740
28313,226,743
28132,247,740
23003,281,742
20090,468,741
20634,137,740
223,213,738
16972,119,738
13848,257,736
12095,175,738
9695,1688,738
7691,148,746
4287,39,737
9487,132,737
8744,791,739
4102,46,739
18954,1128,736
8021,854,735
2914,527,738
2231,122,738
302,264,736
25073,991,740
24697,210,734
15704,1905,741
13608,272,736
12586,380,735
4881,76,735
4412,172,738
17902,362,735
1975,754,734
1100,396,735
22941,144,732
17447,405,734
6332,1125,733
2732,410,733
1653,2323,733
29976,68,734
30580,250,737
17549,595,734
17469,1221,735
12263,135,735
6538,159,734
4728,182,732
2393,76,733
19144,370,734
18293,707,732
11664,2043,729
11309,1225,730
4914,145,730
219,282,733
768,173,733
1450,195,729
26230,47,730
22223,883,727
13985,151,732
4531,206,730
9313,229,729
2804,357,729
2065,730,729
32001,78,732
19227,145,730
3888,51,729
2150,1375,728
2659,88,729
2566,148,732
20336,188,730
2811,361,728
17477,316,734
16142,453,728
13348,145,726
8076,1372,728
29417,163,729
28801,149,732
27793,208,735
607,237,730
5442,338,727
5124,327,731
3922,126,728
29710,145,729
7659,256,724
6804,498,728
36509,96,725
21277,249,728
21310,230,729
15735,155,725
15368,205,727
12992,477,725
15024,606,728
12411,227,723
12262,401,721
9843,361,724
5400,56,725
3456,51,725
28270,295,724
11802,167,723
10394,330,725
7895,560,724
4104,92,724
2823,272,721
845,396,722
35277,63,721
21798,138,722
21365,169,719
1696,530,720
8717,404,724
10970,275,722
7122,271,722
1001,600,720
14522,39,722
9010,236,722
2373,285,723
1413,274,719
35764,194,725
20304,537,720
17117,20,719
13360,139,718
8691,85,718
7879,1046,719
11190,164,720
4818,820,720
5071,1233,727
36019,115,719
31465,90,719
25042,184,717
19991,51,722
8350,262,717
12554,402,716
9104,107,717
7543,38,717
2328,313,715
2276,484,714
1781,188,713
619,203,720
25048,85,718
24581,286,715
2906,488,719
18446,195,717
12168,189,714
12131,149,716
592,169,717
36131,650,715
36058,137,723
6878,72,717
28676,132,718
23338,119,716
6136,309,741
1134,111,713
11903,803,711
6418,572,713
27803,73,711
25415,199,718
23464,285,714
20778,87,712
13170,223,711
562,27,711
35522,162,717
25684,70,709
18494,98,712
14432,296,713
7076,325,710
35583,129,713
20510,193,708
16530,504,708
15235,427,708
7421,437,710
12312,89,710
2041,232,709
816,591,710
32475,138,713
16557,90,711
8851,186,716
2383,1178,708
2535,254,710
388,356,711
406,123,714
26547,43,710
26384,218,708
16961,152,707
11941,164,710
6096,502,707
5904,95,709
1192,272,710
4121,331,706
2326,306,704
17661,156,706
16876,138,707
14152,115,707
8991,300,709
2718,1066,710
1579,776,708
29818,90,711
25691,149,709
21753,229,708
528,631,706
7246,304,705
8090,1183,708
2508,49,704
834,338,706
28691,80,706
20598,106,709
4836,105,704
17107,221,707
17463,218,708
11892,223,705
6109,364,705
622,323,705
25207,79,703
15425,324,702
22889,672,701
11416,257,701
5626,111,704
6118,223,702
1692,220,703
31479,654,704
30959,122,709
30579,125,702
14509,138,703
7665,408,699
6343,134,706
4244,304,700
2458,1385,701
20088,132,701
20644,101,702
19915,190,700
10439,93,700
8328,494,700
4576,321,702
3391,38,700
1695,87,698
1341,121,700
867,250,701
25865,59,701
22670,175,701
21883,103,702
16350,45,700
16019,179,700
15674,208,700
10890,165,700
5574,212,699
8067,101,695
2128,1618,699
13271,253,706
28651,90,697
24294,337,698
15895,170,701
14236,507,699
3291,54,699
32750,179,701
29327,54,696
21296,808,699
19032,105,697
14517,272,697
5330,322,702
6416,110,700
4230,195,699
28262,67,699
25923,95,699
7059,239,697
6902,387,697
4429,1010,696
1586,193,698
19695,34,695
18139,449,695
6446,582,699
8320,304,695
3997,312,696
2195,931,694
1331,1481,698
732,441,696
17172,154,694
13689,235,694
12711,358,693
12437,97,694
6646,101,696
348,183,695
1320,282,697
32568,88,697
27388,256,698
23029,493,694
16723,162,700
4251,1278,694
5390,106,694
4271,112,693
38291,39,693
26858,278,690
17967,248,694
13675,195,697
1666,109,691
683,192,693
31970,316,698
24339,203,693
20111,137,695
18196,126,696
17840,102,690
13763,367,692
2574,109,693
1964,562,689
12805,388,691
12159,236,692
12172,70,691
8727,167,691
1211,177,690
8326,420,689
2180,1573,692
172,105,692
25463,220,688
6974,323,689
1052,176,691
23017,132,690
13933,133,687
13434,1095,690
9818,312,689
337,654,685
3919,762,689
1884,146,688
614,202,690
26913,116,689
26253,93,687
24615,102,689
24480,348,688
4036,73,691
7569,305,684
1779,270,685
28799,77,688
22908,109,687
15759,493,684
13658,161,686
8856,334,684
7759,195,690
1991,91,686
608,114,687
25032,70,685
20169,356,689
20242,55,684
10993,119,687
13169,667,686
4010,354,683
2748,988,683
1348,146,687
31186,148,686
22221,329,686
21815,101,685
9239,241,683
8881,127,684
4118,336,684
29738,48,685
25476,77,683
20187,369,682
18018,366,687
17788,197,684
287,165,680
13445,134,683
4351,540,682
2221,24,682
1381,313,682
26469,244,687
19447,109,684
15434,872,684
12183,167,684
9576,108,682
6983,57,681
9236,259,681
7530,239,683
8391,122,681
6488,125,681
18972,69,679
17638,147,681
14994,145,680
8588,273,681
4018,387,681
4591,196,680
4149,1432,681
35508,119,684
14789,311,682
21436,271,684
17573,283,681
3710,31,679
1104,1345,679
17803,184,679
14665,54,681
14065,297,678
13038,413,680
8489,663,680
200,32,678
1768,838,680
24483,163,679
24471,90,677
24135,203,678
24030,757,675
16620,439,683
9729,617,678
9150,1142,679
6845,283,676
7518,505,677
32657,230,682
29717,100,681
27284,78,677
17801,90,674
1073,388,677
5440,483,675
4441,117,675
1816,367,676
1670,310,678
26596,162,675
2243,407,674
1661,236,676
13049,167,674
6950,294,678
4162,1220,677
3186,313,674
1453,308,674
21894,2457,673
19416,355,678
11342,294,672
1660,92,674
23705,161,670
16610,255,672
11869,129,674
10593,278,673
9437,782,672
3169,491,671
1482,48,670
1097,858,674
941,1238,677
18309,950,670
17422,2646,672
17182,109,672
16561,231,672
13931,335,671
5791,721,673
8368,498,672
499,130,670
21032,62,671
11475,786,669
374,92,669
8045,36,668
2365,71,670
2488,144,672
30824,78,671
19168,34,670
19866,238,670
14141,165,670
12749,605,668
8398,158,671
11661,806,667
11451,556,671
8148,166,671
2204,1102,668
30425,88,669
24460,190,670
13948,357,672
13914,532,666
17744,263,670
3860,95,667
279,293,671
33748,259,671
28614,139,667
26650,171,673
26160,153,669
25303,121,669
13736,112,669
6324,336,670
4020,604,667
2885,494,667
1936,378,665
675,405,667
33345,125,667
19059,241,665
12112,159,666
6767,519,664
2397,428,666
26221,18,665
20303,105,666
1387,96,665
9538,391,668
1392,205,663
5150,330,665
3530,221,666
2736,111,665
2039,90,665
812,235,662
21610,128,664
19284,85,663
15952,119,663
10171,91,663
13792,543,661
10737,282,663
9550,148,662
9072,125,666
4494,269,663
3947,1112,665
15972,102,663
11524,329,667
2661,862,661
20663,321,664
20282,98,664
11033,303,660
13537,295,661
2160,60,660
5869,170,662
3086,140,662
24939,96,665
12572,102,661
7833,784,662
14182,82,663
7591,489,658
6694,85,660
28243,45,663
24477,202,660
24074,162,657
21477,149,660
20361,283,659
17021,89,658
10757,75,659
6993,936,662
9108,136,661
4652,86,660
25482,432,660
21283,66,658
18791,92,658
16414,140,660
10113,87,657
8103,147,658
35425,200,662
21518,645,658
11890,230,660
10321,443,657
5027,226,656
2201,241,661
1800,141,658
1784,949,659
26273,70,657
20400,50,659
15647,187,655
5930,95,656
3656,359,658
2734,191,660
2602,507,657
2342,264,657
29801,411,662
25445,19,657
10777,116,657
4536,369,654
1657,168,655
140,405,660
819,840,654
230,573,654
30668,472,655
28916,53,656
27603,90,656
24597,144,658
22818,105,655
12431,320,655
9586,320,658
5226,71,653
2536,392,652
31782,200,658
26409,186,655
1149,448,655
9701,75,654
4822,239,655
2836,114,652
1755,2123,655
2087,533,652
24904,362,654
20482,26,652
19035,235,655
15585,210,654
13823,57,652
13561,43,654
12745,92,651
9814,413,650
6680,155,654
1898,28,652
3029,915,655
33177,190,662
19620,90,660
15614,77,654
14283,128,651
12218,157,651
4381,74,654
847,347,649
22944,177,651
16521,245,651
16314,113,649
13825,109,650
13216,114,650
7602,177,651
2618,148,649
16367,131,656
29214,123,649
27051,722,655
19868,293,652
17622,148,649
31609,135,646
20549,22,648
19920,147,647
4634,266,650
12900,220,646
16606,185,652
14423,77,648
332,50,648
19008,334,652
18737,396,646
9989,33,646
15033,44,645
2869,858,644
7014,168,648
815,1027,644
3037,1129,650
588,601,650
21304,279,648
20062,113,646
16784,135,646
318,64,644
6328,174,643
4973,199,647
3107,288,648
2907,503,645
1742,245,645
876,1507,644
33101,120,646
25524,174,648
16807,175,645
6972,129,645
4395,50,648
3951,82,643
1634,199,645
19704,260,642
14530,197,646
11875,115,643
2963,608,642
1297,290,644
34500,117,646
29172,226,645
25659,132,643
17777,152,644
17260,82,644
8703,702,644
12226,177,644
12854,344,641
8452,155,643
1570,98,643
31515,53,647
21469,133,643
19286,78,639
13786,280,643
8700,201,642
6217,94,640
5590,85,641
22699,269,645
20687,197,644
16895,52,640
14434,154,640
11704,405,643
10389,148,640
2252,276,642
25669,89,640
24834,62,638
14390,390,639
8171,256,642
4792,103,639
4632,138,644
3089,159,645
31078,119,638
23195,129,638
23760,77,638
21667,144,641
20733,484,639
14229,195,642
10069,306,638
8905,55,638
5329,264,636
2970,1065,641
22425,75,636
21392,338,635
21157,126,638
15527,81,638
12692,201,639
3945,142,636
10102,138,639
2839,201,638
579,706,644
31728,238,638
7641,250,636
18489,91,638
17937,662,634
15211,123,635
13121,203,639
1463,371,637
1248,101,637
1167,480,637
21401,269,634
18793,1207,635
18210,177,638
15246,1062,634
13510,252,634
5536,132,636
4649,250,636
4323,141,636
23002,364,633
23260,138,633
1327,226,638
2197,204,633
1391,633,632
18883,93,636
16948,197,631
16208,71,633
15088,97,633
13830,397,634
7734,402,635
1486,123,633
621,26,633
32251,63,632
18586,134,630
16776,514,631
12392,58,633
3541,19,633
3128,479,632
4202,37,631
1819,319,631
32695,78,635
30054,543,636
25885,56,632
19723,231,630
16923,112,634
16058,30,631
5724,76,630
3918,549,633
240,539,632
919,113,633
17551,232,630
17263,1144,634
9074,2318,629
14480,126,629
2288,158,630
463,222,628
23196,259,632
20153,85,633
17948,42,629
17677,124,632
13610,174,630
2050,79,631
30008,34,630
16431,267,630
14581,200,628
13070,618,627
11290,1223,629
5907,131,631
495,164,627
1870,114,630
33672,180,632
25808,438,627
23725,349,630
23548,59,630
22794,173,627
17593,391,625
16955,72,630
16727,909,629
13467,148,629
12233,151,629
12317,365,629
9696,425,626
4416,1493,629
4011,267,628
2880,782,626
31361,51,626
23232,259,626
15387,196,626
9249,95,625
9740,259,625
1813,106,627
34198,81,630
15533,249,623
7645,135,625
4538,570,629
4879,799,627
30704,137,630
21693,1183,630
9460,491,625
11591,416,623
10146,239,625
4465,84,626
26681,268,633
25929,255,624
21934,366,626
18263,45,624
17426,54,622
6501,184,622
7630,95,627
6992,553,623
792,393,624
885,357,624
798,44,623
2019,88,621
12230,568,623
10802,274,622
9631,143,622
8595,73,624
2495,590,622
28845,186,623
21593,553,620
3813,106,622
6453,207,625
5170,77,624
4288,205,627
410,139,621
1619,27,620
846,135,620
30512,129,621
22244,97,621
20499,321,621
17311,27,622
18175,109,625
15433,110,621
10617,118,620
7699,274,623
7566,118,620
31100,146,623
27939,76,619
26111,81,620
16279,136,621
18805,610,625
15738,184,622
14952,764,618
10151,349,622
8284,276,621
4539,1659,618
367,312,621
667,257,617
19919,75,622
15286,73,619
11905,173,620
11493,307,619
7309,358,616
5591,54,618
509,380,618
36151,125,624
12710,130,617
16996,75,618
4191,121,616
6937,166,616
10459,228,619
6511,393,617
22926,135,619
17264,155,616
14698,304,619
14127,170,616
12232,964,615
13185,780,617
11971,1762,621
10428,19,617
25425,493,620
17541,134,616
11523,482,615
6289,554,618
6260,588,614
26138,409,616
27575,41,617
23909,137,617
22569,1084,615
21061,97,616
15224,1092,614
11997,665,613
4851,98,615
2394,283,613
23684,72,612
25096,359,615
25013,272,615
13244,114,616
3943,219,618
3937,923,614
3063,34,613
23032,211,613
18029,386,611
12119,179,611
15101,152,615
13943,49,612
10790,310,612
9694,189,612
8657,156,615
30745,100,616
30618,307,615
27782,129,614
22166,192,613
15635,335,612
15572,312,612
14982,549,611
14503,168,614
13759,1035,612
11010,107,611
4142,334,612
2539,1226,611
20414,112,609
20172,1070,607
8229,447,612
30925,535,615
25172,166,613
21715,109,608
5723,382,611
4777,382,607
320,140,612
1227,177,611
31075,200,608
28857,92,610
23215,16,610
24071,61,611
22990,116,612
18525,110,609
13296,33,607
11760,313,607
10287,345,608
11526,83,607
7506,398,608
1931,90,608
6126,405,610
4237,173,608
4138,203,610
2413,451,610
2401,259,613
1353,82,607
35460,117,615
28216,148,607
24410,99,608
3448,98,607
12720,116,606
3737,247,610
3039,370,608
2810,303,605
25237,58,605
22976,87,606
8917,722,609
241,336,604
1405,178,607
26851,193,609
12388,162,603
15815,144,608
15384,1206,615
15031,115,610
10397,458,607
1136,184,607
34610,111,609
21720,84,604
17562,117,603
17419,989,608
16129,197,607
13638,194,604
9338,345,606
4643,372,605
34412,160,607
28584,56,605
26404,226,603
25329,273,605
13499,52,602
12488,490,606
11015,648,605
10924,339,600
10983,122,606
7493,477,603
1021,204,608
24781,242,602
24450,136,602
16377,131,603
7701,44,601
32072,106,599
23209,234,600
22358,90,603
11361,427,602
2011,225,601
4546,105,601
24730,147,600
23475,117,600
18467,554,603
9943,88,602
8688,374,600
9387,82,600
747,243,601
27929,75,598
26679,163,601
24848,129,602
14728,251,604
32719,116,604
9110,108,599
2501,78,597
3424,114,599
2777,228,599
1916,813,599
26249,1053,598
17092,133,602
8808,310,597
8743,39,596
11993,705,598
6585,135,599
8538,386,601
3654,223,599
2610,315,605
20566,138,598
18880,344,598
18097,268,597
11604,816,597
5475,193,594
5131,324,598
593,246,597
20646,42,597
16653,177,597
17153,111,593
9260,564,599
14178,648,596
13090,134,598
10292,111,594
998,532,593
33030,142,592
32413,119,595
16572,438,595
15595,41,594
12679,193,595
6774,71,593
568,211,593
28872,58,596
15624,195,592
14560,553,592
11776,62,592
11515,388,592
4698,91,595
3707,115,591
4941,359,596
2082,343,593
1937,680,595
319,149,595
34119,147,596
20196,54,593
19996,76,591
19202,102,592
15173,662,594
14208,226,594
8740,262,593
8082,30,593
3007,1026,592
2866,470,594
2590,603,593
21230,144,592
17723,302,593
14579,215,592
11340,253,591
10704,307,591
9386,146,592
7896,424,593
6321,1540,588
9429,52,590
3268,173,592
2141,282,591
24967,196,590
26268,158,593
21345,272,594
16575,297,591
15355,151,589
12179,304,589
10672,347,594
35209,171,589
29803,86,590
24473,87,588
17442,79,591
15813,215,591
5067,171,591
1910,954,589
29559,198,587
7693,240,587
16418,666,588
17001,309,588
15219,82,590
12458,273,588
12144,160,589
10491,463,589
1569,705,591
7457,38,586
15049,346,590
10651,122,591
8212,202,588
7025,869,591
2992,70,592
2035,538,586
1988,34,585
1352,446,587
25084,97,589
24795,66,591
14759,212,590
13406,49,589
9431,218,584
8749,555,587
8534,69,585
6872,69,585
6429,955,590
32414,27,586
24895,73,584
22618,222,585
18151,151,585
17156,110,584
12166,230,587
10137,35,583
12048,46,587
1494,416,584
7522,433,584
645,1047,584
27727,344,587
25343,349,584
24877,68,585
7806,84,583
15485,231,585
2583,184,587
20652,30,584
12967,329,583
9561,104,583
25392,107,583
22776,607,584
21563,441,586
18181,130,584
17347,512,581
17158,332,580
10685,369,580
143,16,580
4737,103,584
785,644,584
37473,75,591
25430,53,580
19674,46,583
15438,90,582
14781,171,582
13472,817,581
13059,169,582
11671,73,579
11401,445,585
1455,223,584
458,120,585
16347,137,581
10271,314,580
16829,338,580
15692,71,580
10988,528,581
4364,172,581
1971,288,580
31532,159,581
18630,124,577
12732,383,580
3181,127,580
16809,296,578
7236,141,578
8633,157,579
3740,20,578
1723,202,580
28280,87,580
13614,174,577
2685,211,579
2274,71,578
2164,131,578
480,314,578
32971,61,578
28074,217,580
22676,158,576
17242,261,577
18600,184,577
16918,937,577
15443,34,577
14934,170,579
7891,832,579
169,98,576
2778,134,580
2203,63,577
1437,79,576
33982,297,576
28699,584,578
25004,123,578
15693,148,576
8260,273,574
6107,182,576
4163,61,577
2376,83,574
26108,139,575
19903,363,575
11764,304,575
9705,204,578
1847,628,575
7234,75,575
5189,80,576
1636,53,576
1490,29,575
1309,628,579
23995,166,576
15982,580,573
1713,309,574
25158,147,573
13376,201,574
8557,61,574
5685,419,574
10564,125,572
1175,206,575
2036,159,572
1872,252,573
1319,283,575
1298,371,573
14662,176,577
9523,247,575
8098,125,572
585,463,571
26428,189,573
20277,155,571
12082,75,572
9715,121,572
9369,326,570
24228,102,569
23109,575,570
13901,126,573
5688,505,570
10775,957,570
2526,1284,571
35461,220,568
16438,96,571
11045,498,573
4521,69,571
1416,21,569
31620,123,571
28617,96,572
15255,212,570
19994,127,567
19758,206,569
19074,523,569
295,80,567
13762,632,568
13147,171,568
4262,448,570
10430,139,567
10377,38,569
3604,695,569
2975,291,566
2464,247,567
1878,2113,567
516,80,569
30018,41,570
25815,98,572
25087,82,569
24914,455,568
16831,254,568
9482,503,566
4001,206,566
3436,320,566
30188,206,571
20298,101,569
15785,163,565
13580,119,566
10425,507,564
7914,308,567
3179,543,565
1771,372,565
35521,143,568
28131,487,567
26040,139,564
13417,297,566
2378,176,565
1332,69,566
35921,257,569
27810,185,568
16761,125,568
12543,179,563
9593,789,564
11345,400,564
2135,283,566
877,619,566
27468,512,563
20131,103,566
18256,176,562
17766,416,565
15093,205,565
14852,52,566
11105,135,564
9481,218,564
4565,579,561
4496,263,563
3017,784,565
1606,45,563
34579,195,565
29777,164,568
8124,302,563
7639,34,560
5373,85,562
3137,249,562
1664,222,562
15612,117,563
14685,303,561
13661,91,565
12015,1126,564
195,94,560
9998,193,559
5648,143,559
4581,282,561
4547,80,561
4305,240,564
5080,228,562
772,394,559
32653,179,563
30472,116,574
20709,107,562
18947,42,559
9434,377,561
2504,143,559
2622,248,560
34757,181,561
31457,70,562
29564,148,568
26668,209,560
10795,219,558
9911,240,561
8960,527,563
11772,121,558
6932,119,561
5388,119,557
4530,77,560
2717,211,558
2546,224,561
2515,1453,559
35207,165,561
34810,126,557
26378,559,561
16013,83,560
15151,127,561
9081,142,560
13649,623,561
13866,226,563
13078,71,557
11666,434,560
4600,81,560
4139,259,557
1658,1407,556
30872,68,560
24212,64,561
10748,222,559
14010,436,557
13554,560,558
8849,50,556
11573,69,558
1808,163,556
4635,99,561
3760,95,557
886,97,557
27869,58,558
26835,235,565
19787,109,559
8120,134,561
10767,365,554
5381,159,556
3878,215,554
28920,317,558
26892,79,558
23162,505,559
21612,39,556
1630,295,554
17361,129,553
13909,73,553
27718,228,555
29222,70,556
25486,87,556
14842,469,557
10324,991,556
9666,284,553
4297,258,553
5070,331,553
1974,291,554
23948,509,552
23953,119,554
18863,519,556
15186,56,558
14267,669,554
13843,448,552
314,71,556
7520,55,553
4355,65,557
5487,257,552
30268,24,551
24192,103,551
18100,192,551
12483,185,552
11115,99,554
6311,173,551
6252,265,551
2816,321,552
355,235,556
289,124,553
25844,108,555
24733,365,553
15430,140,551
13806,129,553
11702,72,553
11308,1182,552
8984,191,553
5471,66,552
5205,307,551
5006,120,555
3255,1836,553
1933,364,553
12949,65,550
3775,192,549
2943,1607,548
557,183,549
26494,55,552
25239,147,550
24740,198,553
22585,2059,547
21503,143,551
18961,112,551
14735,396,549
5105,238,550
31958,133,547
31281,234,546
27415,170,548
22571,131,551
14889,199,547
624,181,548
13717,311,549
6104,57,549
7609,992,549
903,281,546
18004,56,547
14712,257,546
3028,733,550
26970,343,549
22573,231,545
20310,99,544
21387,121,546
12229,212,546
8423,127,545
7011,42,544
3678,177,545
28497,71,547
24623,111,544
4724,62,545
9858,70,547
5141,213,546
4208,68,545
2279,151,544
471,238,546
30723,104,542
21476,126,546
18854,214,545
14050,61,543
16454,184,543
380,836,546
25184,130,550
28283,142,546
26914,264,542
25702,166,546
22557,644,545
25136,326,541
20183,132,545
8722,206,544
16542,65,542
16463,47,546
