id,obiskali,zelijo
14692,553,545
11522,197,541
9464,436,543
4195,169,542
1127,398,541
32081,103,542
29515,176,555
29325,218,546
27191,23,541
27088,929,542
11414,19,543
19595,338,542
16506,150,543
13504,107,543
12950,89,543
10804,438,542
4467,130,542
4654,456,539
4605,95,540
3227,456,542
2652,66,541
4901,366,548
33968,84,547
30951,233,546
25640,166,540
22979,160,549
20180,152,543
13074,2099,545
15404,1103,542
8351,355,540
3942,181,542
5154,313,540
4500,47,541
32513,152,542
31705,187,542
30788,121,544
28038,77,541
25736,126,541
25672,284,539
17745,92,544
15497,62,539
7940,124,542
7456,33,540
10953,276,538
6634,111,541
9484,291,541
4157,286,540
32071,124,543
24674,555,541
21532,129,537
21449,682,541
18924,1095,543
11181,97,539
15609,167,540
12132,110,540
10671,662,543
9349,691,543
7761,111,540
5705,521,540
1688,157,538
35929,119,542
31814,103,544
24049,54,537
20793,208,537
18213,754,541
14899,128,540
13679,264,537
13654,138,538
9939,290,538
26240,113,539
3394,42,538
19624,147,538
21299,85,538
19791,119,538
15489,53,538
16485,166,538
14214,137,535
12775,233,540
12552,154,537
8143,347,539
5059,223,539
31522,87,536
15203,975,536
15020,432,536
12305,40,537
5183,266,537
9698,395,539
8273,555,542
790,1124,535
26151,89,535
24257,82,536
16867,321,535
3714,35,536
13297,245,535
12547,542,537
12128,81,538
7638,594,537
4821,637,534
5089,1675,536
3163,116,535
1241,253,537
892,72,534
351,129,533
21370,1085,534
18125,217,536
15568,151,536
11707,43,535
6089,329,536
2077,175,535
1948,185,533
527,352,534
35052,146,532
33679,75,533
28785,81,535
18459,419,532
16400,146,534
10253,199,535
10976,66,532
10342,334,534
2867,103,535
2677,143,535
4943,267,533
2251,2303,533
34527,87,536
32678,147,537
30375,369,538
30264,396,532
25678,109,532
24507,152,530
24121,51,532
20914,58,537
20152,104,533
15189,817,531
9513,69,533
8003,576,530
5840,65,531
1443,346,530
30058,278,529
30519,190,535
29450,418,530
21044,78,530
21156,631,530
16907,391,530
14544,56,529
5362,265,530
10946,49,531
9713,110,529
26965,482,538
27658,135,531
19319,53,532
10416,122,532
4248,103,530
6247,1453,532
2990,119,529
31758,225,537
34803,215,530
32327,103,534
32410,54,530
24794,53,528
24447,860,532
23647,79,529
21536,204,532
19071,72,529
15929,700,530
12301,248,530
30395,677,528
23767,420,529
23717,80,529
21848,262,528
21229,25,528
20589,155,532
11192,437,527
14810,33,527
6508,102,530
12830,94,527
8833,194,529
8191,341,528
6708,101,529
6314,336,526
5690,394,527
8564,97,530
4279,192,527
491,283,527
1257,415,529
29973,54,528
26710,68,528
24067,1396,524
16849,172,526
16293,182,527
5655,304,532
4645,302,527
1369,84,528
32589,79,526
29170,101,532
23793,255,525
20267,39,524
17715,130,525
17053,149,528
16905,153,531
13172,155,526
11975,1085,527
8142,975,527
6397,26,526
3257,143,526
4031,1452,527
810,618,527
26114,105,527
27957,20,526
21273,74,526
23391,83,530
17754,177,525
13590,206,528
9986,116,525
5601,925,525
2548,102,527
2890,142,525
2198,1075,524
1640,106,526
665,523,528
36898,104,525
31955,124,525
31133,119,526
30070,60,523
24346,75,526
23453,426,525
19139,123,524
19055,41,524
8527,395,525
5684,322,522
4197,87,525
1034,110,526
893,399,522
1368,519,525
30693,70,524
26608,65,522
27039,26,524
21660,140,521
17105,442,523
15028,576,524
7604,132,526
10485,168,522
7918,247,522
4348,168,524
1766,565,524
1519,99,524
34835,997,531
31102,116,526
30732,100,524
25907,260,522
25527,46,522
24756,156,524
21017,558,522
20712,486,522
17746,62,522
10246,111,523
16289,105,524
15637,183,522
15107,346,520
9618,322,522
8002,204,520
2600,265,523
966,223,521
33516,255,522
30380,38,522
22506,250,521
21829,175,520
20049,114,524
15052,195,525
12542,140,519
11034,102,522
7461,114,520
5139,144,520
32298,38,525
24315,115,521
22496,108,523
19651,178,522
18955,62,518
18553,150,519
8797,247,523
3823,222,521
11312,66,520
8427,139,517
9083,176,520
3119,91,518
2639,356,518
858,181,521
572,160,519
31649,238,524
26609,202,519
24042,81,522
20639,538,518
4610,28,519
17555,501,520
16164,276,521
16030,146,520
11518,169,521
5191,387,518
31292,1285,517
26776,115,518
3269,26,518
3242,568,515
2283,253,519
4347,283,518
2755,95,518
5522,284,517
14950,72,515
12116,1300,515
9514,219,517
9169,356,517
8369,439,518
7920,298,515
9766,411,516
8578,326,517
249,100,516
3183,119,517
36969,127,521
31821,57,515
30867,86,519
29930,95,518
25044,72,516
24535,91,516
19670,111,515
16594,88,515
12553,414,515
11428,134,516
5507,117,516
4274,68,516
2623,1241,515
2362,66,515
412,1550,517
25548,46,514
21085,506,515
21076,158,516
18557,230,514
15284,85,515
362,197,518
7653,144,517
8473,145,516
4954,55,514
8322,235,515
1219,193,515
33792,98,515
25605,222,513
21021,150,513
20133,270,513
18896,360,516
9089,322,518
11508,313,515
11287,531,513
10055,300,512
6736,62,516
3067,137,512
2213,243,514
32002,116,515
29148,296,517
28877,125,518
26922,168,511
26242,78,516
24040,58,512
21799,37,512
19433,109,517
10129,411,511
10376,186,514
35756,146,517
34734,118,516
25074,133,512
21516,554,515
19201,152,512
15336,688,512
11728,300,513
10912,93,509
9423,260,510
4454,233,512
32384,92,512
27035,141,511
22575,75,514
24275,161,514
17942,88,514
17484,607,510
16351,95,513
12862,210,511
13882,180,510
13108,357,510
4791,138,511
11701,97,511
8099,56,510
3379,33,512
33106,182,510
29242,91,514
28623,230,512
28337,148,510
27891,331,510
21275,107,513
19638,98,509
16360,211,513
14708,151,511
9577,159,511
9439,37,510
7510,422,509
4211,498,511
33195,131,512
30734,81,512
18668,267,509
16675,246,509
15456,292,508
12975,404,508
12062,232,512
7648,399,510
5597,96,510
6233,504,509
1970,103,508
866,284,509
34939,67,512
34149,416,514
33880,308,510
32753,129,511
21025,67,511
21069,34,507
20633,59,509
18734,159,507
15303,110,507
14146,90,509
6237,472,507
3127,203,508
1720,327,513
1477,92,508
23034,219,511
21000,218,506
18733,46,508
18704,214,506
17300,52,510
10385,95,508
9166,410,510
10650,232,505
10145,106,508
7758,76,507
7720,245,506
3898,30,507
2966,112,508
28752,81,510
26362,196,506
22479,182,505
21366,880,506
14469,186,505
8783,626,505
4203,338,506
3552,92,506
1247,103,508
37099,145,507
33126,173,504
32020,193,504
22309,94,509
20258,938,505
18745,51,504
16284,215,504
15289,28,505
15181,109,505
14696,150,505
274,60,506
3027,181,504
2640,789,503
460,321,504
814,970,505
26814,301,507
26093,23,507
17720,46,506
16787,81,505
12506,164,504
8078,129,503
3151,359,506
1866,299,505
1887,512,504
1221,217,505
30098,62,504
32244,145,504
29492,784,501
26434,319,504
24325,100,503
12396,90,504
11095,409,501
4470,195,503
4325,175,502
3229,372,505
574,229,503
32883,238,504
27079,170,502
28217,68,500
26356,151,504
24422,113,504
23819,81,502
22086,121,501
17849,122,502
16302,111,507
14897,186,501
13584,119,501
12935,634,502
10437,82,503
248,32,502
4468,156,501
6218,118,501
2200,371,502
1881,90,503
35183,73,502
33168,95,502
26640,237,506
25599,98,500
19243,253,504
19271,82,499
4741,15,499
10085,82,502
13079,116,504
2292,237,501
9153,70,504
8674,46,500
4648,121,503
2735,788,500
2196,416,501
2121,100,501
32223,72,501
31410,70,502
29907,26,500
28630,39,502
26712,51,504
19574,78,500
18785,191,500
16135,203,508
14477,166,503
11946,66,500
11886,71,498
10655,101,499
11191,127,506
10632,205,505
10590,146,502
6319,1165,498
741,81,500
33939,156,498
21978,181,505
20030,38,499
16738,155,499
13279,204,497
15480,56,498
15395,99,500
13154,386,501
7581,52,500
10423,312,499
7257,333,499
5081,607,500
1650,577,502
224,359,501
32374,380,501
26838,63,498
23956,206,500
20684,107,498
21014,32,498
18719,234,497
17765,162,496
16158,172,498
14189,90,499
11708,301,499
6298,137,497
8631,46,497
3466,860,497
11294,1789,499
7358,34,496
3706,1031,498
1573,121,502
30371,284,498
26415,244,500
24891,99,498
24732,267,499
17198,383,497
15116,239,495
9055,614,497
11350,22,496
7231,123,501
8675,233,499
3023,230,495
35248,262,498
32895,162,495
28208,103,494
25792,172,497
21766,134,495
14879,289,495
14602,42,496
14126,146,497
13251,135,500
5378,67,495
2545,51,494
2410,421,494
2225,108,498
1105,207,499
29840,76,496
27123,129,500
22526,31,494
24150,238,500
18712,142,495
10586,401,494
13627,611,495
12739,80,495
9669,331,496
9363,188,498
7438,637,493
6276,410,498
5060,205,498
5656,516,495
4917,100,495
35779,103,497
30022,87,494
28105,186,498
26812,83,492
26480,131,493
23844,238,496
23238,110,493
18756,574,496
12838,220,493
10532,102,496
9192,39,492
5360,386,495
8421,123,493
1985,533,494
2375,105,495
980,176,493
32266,1074,494
28551,124,502
26245,19,494
24305,218,496
20688,295,495
17142,306,493
6491,110,493
4758,125,492
3661,191,491
2224,73,493
4872,244,499
211,44,499
32689,345,500
30566,244,495
28544,185,493
27450,414,492
13444,197,492
11688,152,493
6340,233,490
10758,112,493
6489,135,491
5366,198,493
3533,121,492
8381,200,492
1472,52,494
31869,98,493
31859,84,489
14228,86,495
14159,289,502
12050,88,491
10595,533,492
4257,26,490
1714,209,489
32507,222,490
23252,112,491
22963,90,490
17536,345,489
10892,60,489
8961,309,490
4781,526,491
1826,706,491
29480,240,488
27881,65,492
25668,20,491
22753,335,490
21470,299,490
13887,120,487
6633,137,487
4637,92,491
2537,289,490
2380,88,490
2245,128,488
2191,57,488
589,106,490
33431,120,491
30277,96,489
29700,240,500
26723,92,489
24717,169,492
19626,74,489
17954,111,489
14465,140,487
303,581,487
4589,94,487
4074,368,487
948,113,489
862,1907,487
27665,131,490
26371,152,488
24105,120,487
22800,100,485
22777,66,487
21520,53,486
20322,407,489
18251,695,486
16393,185,486
11084,119,486
9741,362,487
8882,112,489
2850,41,485
382,81,486
31895,170,486
24385,191,486
21562,173,484
20708,11,486
17188,58,485
11479,149,487
10288,261,490
7897,22,488
7690,402,485
10028,600,485
5604,646,488
4785,178,487
856,202,489
960,130,486
35332,118,486
33878,74,489
23904,721,489
21688,224,487
21086,161,486
20851,91,483
16341,377,487
15259,155,485
12279,119,486
10857,267,489
9327,739,488
12200,398,487
4556,75,485
3000,191,486
2655,86,487
2392,543,485
2289,179,486
1940,74,489
31146,206,486
13241,181,484
27864,84,483
24588,100,484
16621,185,484
15543,34,482
14792,49,484
12726,87,483
9468,145,484
8907,49,486
4831,66,484
4306,146,485
3024,381,483
2760,113,485
31456,238,482
31279,41,486
29234,273,482
28019,62,485
25092,444,482
24418,294,483
16423,227,483
15486,28,482
15554,41,484
11049,69,482
5921,357,485
2462,357,481
1120,137,485
36799,104,485
33090,90,483
31786,123,481
30890,265,486
29122,169,483
27040,81,481
17390,82,482
15806,84,484
14839,1035,482
983,885,480
29714,112,485
27331,150,482
26306,125,480
21287,173,484
20255,313,479
18367,161,483
11805,261,480
15574,136,480
13505,131,483
11112,55,484
5198,65,480
3443,391,481
2743,68,481
1210,300,481
33707,131,483
31307,97,480
30091,129,481
17969,165,479
12071,213,482
11872,251,482
9754,79,481
7907,362,479
2624,117,481
2053,99,480
27267,66,478
26426,76,481
24389,127,479
24075,103,478
21957,246,477
16958,282,481
7390,19,478
16680,426,479
11355,175,480
12214,282,480
10985,170,479
3333,128,481
2319,60,477
178,131,478
39386,48,486
26765,111,478
25473,437,479
21474,237,480
19828,95,481
15065,124,479
15123,1363,477
9709,54,478
8963,320,478
9916,49,479
3147,83,480
2372,286,478
475,110,476
2194,126,481
1855,645,480
707,171,477
26157,149,480
24810,153,478
24531,131,477
24004,57,478
21744,75,475
17387,325,477
14181,97,476
12622,148,477
9158,113,476
8829,55,478
7741,152,479
7401,156,476
2826,935,477
999,57,479
1533,65,479
28109,168,479
28820,373,474
27096,59,476
26427,117,480
21308,61,483
17923,145,474
12602,71,478
16025,279,476
13365,589,477
8679,84,476
5005,49,479
3921,549,474
3764,46,477
547,225,476
35086,137,477
27652,45,480
18033,85,480
14976,65,474
12803,298,475
11543,60,474
3187,483,474
31392,118,476
30082,53,477
24143,218,476
21165,197,474
20863,384,475
16890,70,476
16922,138,475
9112,102,472
4523,557,472
4204,27,474
2923,231,475
2878,99,476
38087,69,476
33340,93,474
32078,100,474
25656,68,476
25649,18,473
20624,55,471
17174,113,473
16523,55,476
3231,200,475
2497,97,474
2331,245,475
1842,51,475
30100,77,471
28235,32,473
24668,96,472
24738,631,471
24137,602,475
23648,181,471
22348,184,470
20000,98,472
11766,884,470
11810,144,477
5171,37,472
2562,185,471
20716,154,471
17356,33,472
16348,104,472
8141,633,472
10322,369,472
5173,66,471
1382,43,469
4575,230,473
4590,199,474
4447,14,471
30296,147,472
28765,172,469
26417,222,470
19741,54,468
7776,180,471
7747,174,470
6717,82,468
4987,1419,469
1059,1785,470
246,134,473
33358,173,468
30490,48,475
27117,71,469
23942,158,468
19797,72,468
13978,106,468
8929,141,470
9051,42,469
8363,468,470
6899,268,469
4327,89,469
3916,78,469
473,517,472
1969,311,471
30565,128,468
25026,50,467
20783,320,470
21399,188,468
19965,130,466
20542,65,467
19727,175,467
18379,154,470
16106,85,470
15118,203,469
14980,91,467
14731,57,467
12683,105,466
11965,104,467
9987,907,468
9629,55,467
12494,148,469
8681,70,466
7943,134,466
4341,59,466
4451,97,467
4376,351,467
5918,75,469
3125,205,468
1561,49,467
36095,84,470
32102,118,469
31262,200,467
27144,42,470
19847,123,466
19766,73,469
16788,261,466
16145,305,469
13449,422,468
12330,136,468
10147,373,466
12631,465,465
7733,93,468
10009,158,465
5358,848,468
2845,503,466
884,1755,465
914,299,465
32241,283,465
28805,498,466
21403,276,467
24008,930,470
20919,152,465
21425,18,468
14156,162,468
9127,220,466
13161,442,465
12236,94,465
9356,57,465
8707,195,464
35212,101,466
34000,82,468
22020,507,464
7450,122,465
16001,108,465
14968,26,465
13693,32,464
8374,190,466
5925,99,464
34628,279,470
26029,156,467
24396,208,464
22996,255,466
24005,51,462
21314,80,463
19115,901,466
12221,192,466
11372,102,465
9334,375,464
7657,136,463
2858,313,465
2080,223,466
2346,615,463
1620,14,464
1033,356,465
35174,253,462
28033,89,463
23950,42,463
20546,87,462
20210,155,462
17395,105,463
14516,61,462
13706,204,463
9598,58,462
10418,120,463
6966,186,464
6176,147,462
4592,109,464
2694,70,462
691,113,464
31131,213,466
30084,342,467
24999,246,461
15882,102,462
14900,445,463
10169,459,464
8373,218,461
10542,176,460
10379,68,461
3820,22,462
3198,156,461
453,313,462
22127,336,461
21819,57,461
17784,1240,460
14909,275,461
13342,559,464
11360,623,463
10771,23,459
9761,103,461
9658,497,461
6272,506,463
9682,83,461
4090,178,462
5029,427,463
2193,155,463
857,153,465
32968,102,460
28686,163,463
26311,33,462
27794,72,461
27610,78,459
24394,138,461
24024,75,462
22361,138,464
18362,250,459
14905,333,460
12637,254,461
10455,260,460
9505,268,460
11909,50,459
6496,124,460
4874,37,458
3422,42,460
215,237,459
39559,22,465
35850,129,461
32690,63,459
21540,146,460
20962,306,462
20533,56,457
17304,183,458
14803,47,461
12111,88,461
18136,80,458
433,14,458
5797,306,459
4559,25,461
3025,122,458
1841,314,461
34333,88,459
27599,81,461
25058,298,458
19794,977,460
19605,311,456
16910,173,459
14172,97,461
13972,123,457
197,82,458
4111,188,460
11335,178,456
9319,93,457
8876,75,459
8358,1335,457
8018,201,456
6308,468,458
4317,640,457
464,280,457
141,332,461
33607,132,457
28451,57,458
27799,73,460
27347,905,457
26910,144,456
22366,11,457
20271,118,457
18523,59,457
15592,300,458
10477,79,460
13970,97,459
13900,110,456
6665,228,460
4641,101,457
2340,110,458
1140,93,456
34281,79,458
28465,110,457
19812,206,457
19458,391,456
16181,958,456
15079,163,459
14793,28,456
12846,65,457
12665,169,455
1394,195,454
350,675,455
35458,90,459
28348,32,459
25301,47,456
24859,59,455
21887,73,457
21871,231,454
11197,98,454
16077,497,455
13996,67,454
12446,209,457
11884,141,454
10024,157,454
9825,213,456
9063,114,456
12156,267,454
8742,124,457
3955,46,453
693,420,454
30697,248,454
28663,134,455
3374,98,454
16296,167,470
10125,236,456
6221,135,455
1959,75,453
30972,112,457
29470,645,455
29037,71,452
28252,179,454
25353,98,452
25029,56,453
12158,261,454
10078,53,451
9269,308,457
9015,69,454
7051,48,453
4212,107,454
3543,99,454
2965,213,451
2570,78,452
33230,221,453
33003,66,454
31001,81,452
28441,123,451
24995,74,454
22838,80,453
2551,18,453
13955,82,450
11989,448,456
12343,197,456
2155,147,450
1966,110,453
1799,54,454
1419,417,452
1312,264,454
35932,391,458
33293,74,452
16819,40,454
21375,56,450
22197,58,453
19537,176,453
17141,87,452
16959,75,451
14985,233,451
14774,120,452
12876,278,453
12453,293,450
9684,293,451
8828,219,451
8388,249,451
3099,888,452
6120,148,451
3320,16,449
3061,362,450
2745,130,450
34997,136,453
29519,45,450
19277,65,452
17130,322,451
17247,798,448
16381,179,450
16138,147,448
15131,129,448
11678,78,450
3690,719,450
3091,939,451
957,264,448
34394,106,457
29960,39,450
26037,77,446
19743,162,448
22685,320,450
16340,105,447
14912,171,448
10529,64,449
10352,475,450
11103,119,448
3853,798,451
4666,27,450
3324,86,448
3608,171,447
3005,34,447
2711,1077,450
4919,761,450
181,51,449
1848,176,447
1036,39,447
35400,94,452
26468,225,448
25775,72,448
25305,462,446
21459,455,447
19853,726,448
17083,21,446
15536,906,447
15407,48,448
10068,88,451
9853,1315,451
9626,200,446
7925,93,446
7048,109,445
4396,146,447
4231,1358,450
2776,65,450
1271,560,449
32783,117,450
26624,262,445
22633,125,448
23897,87,448
21668,124,447
19634,83,445
19623,350,446
8885,148,446
16424,211,445
15811,1483,446
11553,23,446
11123,311,446
10854,579,446
12577,146,446
8878,90,445
5613,907,447
2265,1796,447
28221,133,446
25934,313,448
16806,77,445
16654,205,448
12751,568,446
12063,280,446
1858,88,445
661,146,445
1259,682,445
1080,254,444
36105,76,446
22614,106,444
31016,56,446
15874,37,448
17662,181,447
16721,45,448
11315,633,445
12170,706,444
8753,237,444
8106,27,444
7492,167,447
4493,222,446
4045,118,446
3932,53,446
3747,451,444
2988,331,444
1527,298,445
33336,503,448
28122,38,445
22814,373,444
24594,139,445
22007,501,445
21735,162,443
17106,667,447
16405,118,445
15590,226,443
15090,89,445
1697,86,444
13341,37,444
10495,855,443
33866,165,446
32470,300,443
29584,97,446
29069,105,443
28838,236,449
28241,35,443
23797,348,445
23659,151,442
22876,190,443
22737,106,444
20490,164,442
9216,92,443
14237,23,442
9310,728,443
7603,280,441
10660,272,447
9060,96,443
3224,254,441
1057,103,443
29895,93,443
26579,113,442
22030,51,442
19108,72,441
16221,76,444
12461,406,444
12205,48,441
10852,82,441
7277,1643,444
8873,256,444
4275,49,442
5474,44,441
31790,94,447
29338,357,442
28846,101,444
28434,64,441
27431,87,441
26799,271,438
26380,119,441
19330,195,442
2236,55,440
13039,45,440
3773,196,441
3103,248,441
2353,768,448
2595,140,442
136,39,439
384,70,439
27358,150,440
24091,172,443
22277,176,439
22464,23,438
13355,95,441
19997,87,440
8214,108,441
13138,68,439
12182,92,439
10573,178,440
6214,55,441
3051,25,440
786,379,440
35087,107,443
31796,56,442
31343,62,440
27514,147,438
27250,458,441
20700,307,437
16679,250,441
19174,76,438
16239,177,439
16037,195,438
15850,89,437
13699,174,438
12653,177,439
11712,66,441
10011,85,442
10465,61,437
5325,130,437
5324,345,437
3984,17,438
3946,574,443
4977,138,440
938,81,437
29353,29,438
24045,429,438
20239,261,439
16153,88,438
16275,171,438
15208,374,438
14699,267,442
10387,102,437
13278,99,441
9470,540,435
7735,449,439
778,700,438
6733,63,437
4759,167,437
4594,312,437
4363,248,436
1181,315,438
34324,77,441
29342,650,436
28881,175,437
28786,31,438
25665,358,437
25663,161,439
24166,86,437
19978,97,438
14995,66,438
8394,97,441
9946,472,436
7893,306,437
10553,140,438
6131,47,436
37426,61,440
32116,68,434
25068,84,437
29045,71,434
25623,135,439
25352,103,436
22470,220,438
21651,57,437
20777,338,437
21168,49,437
17893,62,435
17520,66,434
16587,112,439
16325,320,435
15928,619,436
8437,65,437
7010,50,435
6988,525,437
6545,88,436
29094,116,436
27949,75,434
23216,281,438
20664,55,435
20202,178,433
10584,484,434
13628,219,437
17975,172,436
16061,766,434
6666,174,433
14039,335,436
10971,174,435
6810,78,436
4601,94,434
4005,322,438
6273,89,435
2580,54,435
490,231,434
35418,83,432
31527,199,432
28876,120,435
27017,169,433
21732,84,432
23420,306,439
8362,32,433
4844,406,435
5341,243,435
2565,91,434
1844,218,434
1429,195,433
1114,138,433
34440,76,435
28403,46,434
28023,88,432
18317,337,432
16415,82,433
12337,59,434
12910,166,434
9182,38,435
3314,45,435
3281,28,431
1981,312,433
32693,75,435
30984,89,432
27700,149,432
27288,137,432
24525,85,431
21856,168,431
17734,79,434
16695,387,431
16156,493,431
1201,69,430
9745,75,430
8751,123,431
6184,215,433
5531,12,430
4301,106,432
34694,113,433
30591,128,434
29804,662,432
26012,126,430
24571,106,434
23311,109,430
20008,196,430
13041,110,434
2888,595,430
4158,238,431
5072,816,434
3059,461,429
29819,340,431
28693,225,434
27130,82,428
25266,89,428
24721,56,428
24669,95,430
17250,158,430
14183,256,430
13959,379,429
10479,96,430
8297,285,429
6711,714,429
8207,273,432
7240,588,428
5726,66,432
5406,2453,427
3203,274,428
40097,49,435
37414,112,429
35160,79,430
34558,106,429
29786,100,432
25378,252,433
23358,61,427
18798,1216,430
18727,93,428
7375,79,429
14802,71,428
14234,189,428
13187,118,430
13047,118,432
10955,150,428
7742,70,429
6193,76,427
5213,102,431
8922,52,428
256,105,430
34253,161,428
31824,81,431
26581,338,430
14078,68,426
10359,132,429
5393,121,429
8638,106,428
3260,179,427
3129,218,426
2343,104,429
34480,128,427
32988,177,427
27278,217,427
25692,480,429
23345,94,427
16304,1090,426
14924,118,425
9976,76,425
9202,484,427
5484,944,426
5179,43,427
6108,67,425
2593,719,425
2154,670,427
38444,55,427
26891,56,426
20852,126,427
18681,128,425
18368,68,427
17853,122,426
13490,49,428
14426,111,430
13110,375,430
10742,249,428
9039,678,427
8095,162,425
7057,158,430
4747,497,426
1354,91,425
31373,123,426
30840,84,426
27760,88,427
21849,134,426
21722,200,426
17224,242,423
3204,383,423
7950,676,426
3607,355,424
6763,303,424
4221,148,423
3126,69,423
1075,46,425
8420,238,425
496,575,423
33493,142,424
32245,135,426
31945,75,428
26857,122,423
25629,29,425
26206,121,425
16406,269,423
17162,38,424
16571,402,424
15237,37,424
13992,228,425
9560,127,423
1137,1141,425
8468,174,426
33512,290,429
33657,45,423
31332,216,422
24864,46,423
18377,217,423
17740,159,422
17443,186,423
16086,125,427
10030,327,428
11994,75,421
9652,59,422
2447,262,425
8395,367,421
4511,74,423
2559,694,423
35667,61,428
31461,311,420
24872,88,422
24282,1489,420
16014,122,420
5501,153,423
9159,135,421
2449,50,421
4587,78,422
594,73,421
31950,82,425
31087,326,421
29290,148,419
27872,94,420
27651,335,420
26808,137,421
25062,134,420
21500,150,421
20949,112,420
18794,222,423
18040,365,420
18129,91,421
16290,139,421
15212,56,419
12109,105,422
5875,323,421
8225,147,419
5202,57,419
2795,14,421
4299,484,420
3240,170,421
1935,643,420
1550,1387,420
29110,200,419
28381,93,420
26859,79,420
25581,244,423
24614,227,420
29121,65,423
10838,196,420
3663,38,418
8441,51,423
9769,344,419
5617,258,422
2596,93,423
931,336,420
34436,110,420
33941,82,418
28364,75,418
27824,122,419
27055,578,423
23841,23,419
21636,189,417
18302,44,419
15746,350,420
13410,24,421
11695,29,419
11584,82,418
2927,56,418
1292,1866,421
32281,127,424
29295,64,418
27001,87,417
22708,116,421
23657,274,418
19904,32,418
19317,130,418
19124,168,418
17531,703,419
12454,85,418
12115,66,420
11871,593,416
280,74,416
4450,182,418
218,128,416
3045,183,418
2747,112,418
507,130,420
34703,128,417
34040,83,419
29656,717,417
31615,116,419
23530,169,421
28843,40,416
24078,318,418
22916,60,418
16777,54,417
15673,125,420
16531,254,417
16356,154,417
13346,183,417
9758,76,416
7652,156,416
5560,32,418
8481,61,415
4709,96,418
1431,83,418
1299,1015,416
38167,42,426
32715,101,418
32275,165,419
27606,123,418
27333,125,419
27174,567,417
26975,581,415
7123,74,414
26251,86,415
25171,37,415
19315,214,415
17756,90,417
15096,286,416
14732,288,414
8594,120,417
8503,62,414
8236,350,416
5447,31,414
8843,150,418
1190,144,415
33807,57,417
33526,164,416
30912,195,416
26027,106,416
26854,33,414
23398,102,415
22352,177,417
21353,241,414
7857,88,414
7841,191,416
8834,674,415
5881,120,414
208,95,416
2844,106,414
2377,132,414
35187,248,419
34048,225,420
20787,66,415
32749,106,417
31622,16,415
28958,236,417
26204,180,414
24823,66,416
20219,54,414
18911,46,416
18773,307,412
18397,33,415
16729,35,415
15529,57,415
14680,156,415
13182,469,413
12669,694,414
8121,555,414
2531,202,413
6903,56,414
10378,135,413
4580,317,416
4266,180,413
1562,155,412
35770,72,415
32713,109,412
29198,353,414
27352,150,419
27296,249,416
25869,38,415
24796,136,414
22827,30,415
17903,112,411
16453,160,413
12579,168,413
13299,278,412
5426,108,414
5801,60,411
216,115,411
5502,131,415
7022,145,414
5510,337,411
689,60,415
3307,285,413
28907,59,411
26929,138,413
26308,212,412
25139,39,412
10677,312,415
16089,89,414
13350,55,411
13270,27,412
12231,96,413
11486,147,410
9196,151,410
3197,627,410
9082,139,413
8370,165,411
8406,130,412
1255,622,412
3134,67,412
2969,109,413
2051,228,411
35185,88,413
33167,97,410
33275,76,412
28114,202,412
26444,118,412
25221,439,411
23549,46,409
18399,46,410
17925,200,412
17335,12,411
16237,159,409
15964,108,410
15587,182,411
14249,41,410
12859,79,413
7790,214,410
4446,282,411
3144,310,409
2512,379,414
1553,185,412
29779,92,412
27064,80,408
26129,82,408
24371,79,410
19698,119,410
19401,121,409
19305,270,410
17575,433,408
14590,108,412
13239,270,409
12999,297,409
11490,415,408
3185,43,409
258,223,409
35499,247,414
31938,96,409
29451,148,407
29363,162,412
26004,140,408
22455,84,409
21712,124,409
19038,45,409
16763,153,410
14865,391,408
11900,35,409
11818,184,412
11654,169,408
10320,440,409
9218,327,409
8037,458,413
2151,187,409
11086,73,409
5830,227,408
5558,73,409
1725,169,410
909,81,408
37154,47,413
36932,182,410
36207,90,410
34724,224,410
25972,132,409
26978,90,407
26357,158,407
23679,62,411
22061,43,408
20039,135,406
19699,150,408
15397,56,408
15400,112,407
9404,179,407
3455,60,408
233,378,409
1756,2080,408
32748,415,408
32040,25,407
26784,252,407
24388,99,406
24169,240,410
24098,98,407
23784,85,407
21109,88,420
17388,41,407
15823,23,408
12061,215,408
12060,204,408
11916,36,407
10123,216,405
4664,217,407
8543,126,406
3467,54,406
2478,642,406
2822,145,406
5014,199,408
35064,139,409
33341,74,405
30982,125,412
30320,83,405
27858,60,407
19536,17,405
5078,330,403
10887,32,406
9869,192,406
4551,137,407
2073,134,404
2938,1322,405
880,67,410
1992,174,405
35501,125,408
30339,101,406
29070,897,405
25246,104,416
24219,46,404
19807,12,404
19462,37,405
17926,205,405
17246,223,406
15796,271,406
10392,59,405
10184,1122,403
5602,126,405
524,280,407
4735,237,404
5716,389,406
4911,2473,405
482,208,403
1469,88,405
818,205,405
33020,28,406
32471,55,407
31264,104,408
30729,20,404
30522,103,407
30096,18,404
1442,91,404
10779,81,406
12394,107,404
6913,442,408
7796,135,403
4773,77,405
3015,517,402
4896,475,404
1264,445,402
4873,976,405
1557,138,404
35920,158,410
36129,182,406
33142,65,403
32900,84,403
32858,99,408
26588,251,401
26549,90,404
24404,93,404
21706,61,405
19947,886,402
15238,26,403
13947,470,403
12811,23,403
9854,306,403
8709,84,401
3989,142,404
542,87,406
36318,117,400
21010,130,401
19658,41,402
19295,161,403
16857,102,403
14210,150,403
11180,223,401
7873,117,401
7208,1251,400
